   Extinction, Scattering, and Absorption Properties Computed for
   Carbonaceous - Silicate Model for Interstellar Dust with R_V=5.5

Model consists of mixture of carbonaceous grains and amorphous
silicate grains.  Carbonaceous grains are PAH-like when small, and
graphite-like when large (see Li & Draine 2001).  Size distributions
from Weingartner & Draine (2001, hereafter WD01) case "A" model for
R_V=5.5, renormalized following Draine (2003a) [see below].

PAH optical properties are from Li & Draine (2001).  The PAH/graphitic
grains in the log-normal size distributions are assumed to be 50%
neutral and 50% ionized.  The PAH/graphitic grains in the size
distribution given by eq. (5,6) of Weingartner & Draine (2001) are
assumed to be 100% ionized.

Graphite and silicate optical properties from Draine (2003b).

For R_V=3.1: grain abundances relative to H have been reduced by a
             factor 0.93 relative to the R_V=3.1 size distribution with
	     [C/H]_PAH=60ppm in WD01.
             Factor 0.93 is due to reduction in adopted value for
             A_Ic/N_H in local ISM.
	     PAH C abundance relative to H is assumed to be
             [C/H]_PAH = 0.93*60ppm = 55.8ppm

For R_V=4.0: grain abundances relative to H have been increased by a
             factor 0.93*1.27=1.18 relative to the R_V=4.0 size
             distribution with [C/H]_PAH=40ppm in WD01
             Factor 0.93 is due to reduction in adopted value for
             A_Ic/N_H in local ISM.
             Factor 1.27 is the increase in A_Ic/N_H for R_V=4.0
             relative to A_Ic/N_H for R_V=3.1, based on eq.(5) of
             Draine (2003a).
             PAH C abundance relative to H is assumed to be
             [C/H]_PAH = 0.93*1.27*40ppm = 47.2ppm

For R_V=5.5: THIS MODEL
             grain abundances relative to H have been increased by a
             factor 0.93*1.52=1.42 relative to the R_V=4.0 size
             distribution with [C/H]_PAH=30ppm in WD01.
             Factor 0.93 is due to reduction in adopted value for
             A_Ic/N_H in local ISM.
             Factor 1.52 is the increase in A_Ic/N_H for R_V=5.5
             relative to A_Ic/N_H for R_V=3.1, based on eq.(5) of
             Draine (2003a).
             PAH C abundance relative to H is assumed to be
	     [C/H]_PAH = 0.93*1.52*30ppm = 42.4ppm

References:

Draine, B.T. 2003a, "Interstellar Dust Grains", Annu. Rev. Astr. Astrophys.,
    41, 241-289
Draine, B.T. 2003b, "Scattering by Interstellar Dust Grains. I. Optical
    and Ultraviolet", Astrophys. J., 598, 1017-1025
Draine, B.T. 2003c, "Scattering by Interstellar Dust Grains. II. X-Rays",
    Astrophys. J., 598, 1026-1037
Li, A., & Draine, B.T. 2001, "Infrared Emission from Interstellar Dust.
    II. The Diffuse Interstellar Medium", Astrophys. J., 554, 778-802
Weingartner, J.C., & Draine, B.T. 2001, Dust Grain Size Distributions and
    Extinction in the Milky Way, LMC, and SMC", Astrophys. J., 548,
    296-309 (WD01).

This table was calculated by B.T. Draine, Princeton University,
1.28825E+01 0.0115 -0.0927 1.606E-23 7.217E+02 0.39912
1.25893E+01 0.0115 -0.0923 1.789E-23 8.044E+02 0.39908
1.23027E+01 0.0115 -0.0920 1.980E-23 8.903E+02 0.39904
1.20226E+01 0.0114 -0.0918 2.203E-23 9.905E+02 0.39899
1.17490E+01 0.0113 -0.0913 2.454E-23 1.103E+03 0.39895
1.14815E+01 0.0111 -0.0943 2.717E-23 1.222E+03 0.39886
1.13000E+01 0.0112 -0.0921 2.908E-23 1.308E+03 0.39885 out-of-plane C-H bend
1.12202E+01 0.0113 -0.0919 2.994E-23 1.346E+03 0.39884
1.09648E+01 0.0113 -0.0915 3.284E-23 1.477E+03 0.39879
1.07152E+01 0.0113 -0.0910 3.638E-23 1.636E+03 0.39874
1.04713E+01 0.0111 -0.0906 4.071E-23 1.831E+03 0.39868
1.03600E+01 0.0111 -0.0907 4.246E-23 1.909E+03 0.39865 N filter (7.70-12.97um)
1.02329E+01 0.0113 -0.0908 4.399E-23 1.978E+03 0.39861
1.00000E+01 0.0117 -0.0911 4.619E-23 2.076E+03 0.39854
9.90000E+00 0.0119 -0.0911 4.724E-23 2.123E+03 0.39851
9.80000E+00 0.0121 -0.0911 4.838E-23 2.174E+03 0.39848
9.77237E+00 0.0121 -0.0911 4.870E-23 2.188E+03 0.39847
9.70000E+00 0.0123 -0.0910 4.957E-23 2.227E+03 0.39844
9.60000E+00 0.0125 -0.0911 5.061E-23 2.273E+03 0.39841
9.54993E+00 0.0126 -0.0912 5.095E-23 2.288E+03 0.39839
9.50000E+00 0.0128 -0.0913 5.114E-23 2.296E+03 0.39837
9.40000E+00 0.0133 -0.0916 5.096E-23 2.287E+03 0.39833 8.60
9.33254E+00 0.0138 -0.0919 5.034E-23 2.258E+03 0.39829
9.12011E+00 0.0163 -0.0929 4.582E-23 2.050E+03 0.39819
8.91251E+00 0.0204 -0.0935 3.941E-23 1.756E+03 0.39808
8.70964E+00 0.0256 -0.0931 3.394E-23 1.504E+03 0.39799
8.51138E+00 0.0316 -0.0921 2.994E-23 1.318E+03 0.39791
8.31764E+00 0.0399 -0.0907 2.581E-23 1.127E+03 0.39783
8.12831E+00 0.0536 -0.0889 2.096E-23 9.023E+02 0.39775
7.94328E+00 0.0716 -0.0867 1.714E-23 7.235E+02 0.39768
7.76247E+00 0.0917 -0.0842 1.464E-23 6.048E+02 0.39762
7.62000E+00 0.1095 -0.0820 1.319E-23 5.340E+02 0.39757 C-C mode
7.58578E+00 0.1141 -0.0814 1.287E-23 5.187E+02 0.39756
7.41310E+00 0.1368 -0.0784 1.175E-23 4.614E+02 0.39751
7.24436E+00 0.1546 -0.0751 1.137E-23 4.371E+02 0.39745
7.07946E+00 0.1680 -0.0717 1.142E-23 4.322E+02 0.39740
6.91831E+00 0.1789 -0.0681 1.169E-23 4.364E+02 0.39736
6.76083E+00 0.1887 -0.0644 1.206E-23 4.451E+02 0.39732
6.60693E+00 0.1977 -0.0604 1.251E-23 4.564E+02 0.39728
6.45654E+00 0.2056 -0.0562 1.306E-23 4.717E+02 0.39724
6.30957E+00 0.2101 -0.0528 1.385E-23 4.975E+02 0.39718
6.25000E+00 0.2111 -0.0499 1.426E-23 5.115E+02 0.39721 C-C mode
6.16595E+00 0.2163 -0.0471 1.458E-23 5.195E+02 0.39719
6.02560E+00 0.2339 -0.0423 1.458E-23 5.079E+02 0.39718
5.88844E+00 0.2476 -0.0372 1.487E-23 5.089E+02 0.39717
5.75440E+00 0.2589 -0.0319 1.534E-23 5.169E+02 0.39716
5.62341E+00 0.2694 -0.0262 1.588E-23 5.277E+02 0.39717
5.49541E+00 0.2794 -0.0204 1.649E-23 5.402E+02 0.39718
5.37032E+00 0.2891 -0.0144 1.713E-23 5.538E+02 0.39720
5.24807E+00 0.2984 -0.0082 1.782E-23 5.684E+02 0.39722
5.12861E+00 0.3075 -0.0017 1.854E-23 5.840E+02 0.39725
5.01187E+00 0.3163  0.0049 1.931E-23 6.004E+02 0.39728
4.89779E+00 0.3250  0.0115 2.011E-23 6.174E+02 0.39732
4.78630E+00 0.3335  0.0183 2.095E-23 6.350E+02 0.39736
4.75000E+00 0.3363  0.0205 2.124E-23 6.410E+02 0.39738 M filter
4.67735E+00 0.3418  0.0251 2.183E-23 6.533E+02 0.39741
4.57088E+00 0.3500  0.0320 2.274E-23 6.723E+02 0.39747
4.46684E+00 0.3579  0.0390 2.369E-23 6.918E+02 0.39754
4.36516E+00 0.3657  0.0461 2.468E-23 7.120E+02 0.39762
4.26580E+00 0.3734  0.0532 2.571E-23 7.327E+02 0.39772
4.16869E+00 0.3809  0.0602 2.678E-23 7.540E+02 0.39784
4.07380E+00 0.3883  0.0673 2.788E-23 7.756E+02 0.39798
4.05120E+00 0.3900  0.0690 2.815E-23 7.809E+02 0.39802 Br alpha (5-4)
3.98107E+00 0.3956  0.0743 2.902E-23 7.976E+02 0.39815
3.89045E+00 0.4028  0.0812 3.019E-23 8.199E+02 0.39834
3.80189E+00 0.4099  0.0881 3.140E-23 8.426E+02 0.39857
3.80000E+00 0.4100  0.0882 3.142E-23 8.431E+02 0.39857 Lprime filter
3.71535E+00 0.4168  0.0948 3.265E-23 8.659E+02 0.39883
3.63078E+00 0.4237  0.1015 3.394E-23 8.896E+02 0.39913
3.54813E+00 0.4303  0.1081 3.528E-23 9.139E+02 0.39948
3.46737E+00 0.4369  0.1146 3.666E-23 9.388E+02 0.39987
3.45000E+00 0.4383  0.1159 3.696E-23 9.443E+02 0.39996 L filter
3.38844E+00 0.4432  0.1209 3.809E-23 9.644E+02 0.40032
3.31131E+00 0.4476  0.1271 3.972E-23 9.977E+02 0.40081
3.23594E+00 0.4557  0.1332 4.106E-23 1.016E+03 0.40135
3.16228E+00 0.4621  0.1392 4.258E-23 1.042E+03 0.40194
3.09030E+00 0.4681  0.1449 4.418E-23 1.068E+03 0.40258
3.01995E+00 0.4741  0.1506 4.583E-23 1.096E+03 0.40326
2.95121E+00 0.4799  0.1560 4.754E-23 1.124E+03 0.40399
2.88403E+00 0.4856  0.1613 4.930E-23 1.153E+03 0.40476
2.81838E+00 0.4912  0.1665 5.112E-23 1.183E+03 0.40557
2.75423E+00 0.4967  0.1714 5.300E-23 1.213E+03 0.40641
2.69153E+00 0.5022  0.1762 5.493E-23 1.244E+03 0.40730
2.63027E+00 0.5075  0.1808 5.693E-23 1.275E+03 0.40820
2.62520E+00 0.5079  0.1812 5.710E-23 1.278E+03 0.40828 Br beta (6-4)
2.57040E+00 0.5127  0.1853 5.900E-23 1.307E+03 0.40914
2.51189E+00 0.5179  0.1896 6.113E-23 1.340E+03 0.41009
2.45471E+00 0.5231  0.1937 6.333E-23 1.374E+03 0.41104
2.39883E+00 0.5284  0.1977 6.562E-23 1.407E+03 0.41199
2.34423E+00 0.5335  0.2015 6.798E-23 1.442E+03 0.41296
2.29087E+00 0.5386  0.2052 7.042E-23 1.478E+03 0.41393
2.23872E+00 0.5437  0.2088 7.295E-23 1.514E+03 0.41490
2.19000E+00 0.5486  0.2122 7.547E-23 1.549E+03 0.41582 K filter
2.18776E+00 0.5488  0.2124 7.558E-23 1.551E+03 0.41586
2.16560E+00 0.5511  0.2139 7.678E-23 1.568E+03 0.41628 Br gamma (7-4)
2.13796E+00 0.5539  0.2159 7.832E-23 1.589E+03 0.41682
2.12180E+00 0.5556  0.2170 7.924E-23 1.601E+03 0.41713 H2 1-0 S(1)
2.08930E+00 0.5590  0.2193 8.114E-23 1.628E+03 0.41777
2.04174E+00 0.5641  0.2228 8.409E-23 1.667E+03 0.41871
1.99526E+00 0.5692  0.2262 8.714E-23 1.707E+03 0.41964
1.94984E+00 0.5743  0.2298 9.033E-23 1.749E+03 0.42055
1.90546E+00 0.5795  0.2334 9.365E-23 1.791E+03 0.42146
1.87500E+00 0.5831  0.2359 9.605E-23 1.821E+03 0.42209 Pa alpha (4-3)
1.86209E+00 0.5847  0.2371 9.711E-23 1.834E+03 0.42236
1.81970E+00 0.5899  0.2410 1.007E-22 1.878E+03 0.42326
1.77828E+00 0.5951  0.2451 1.045E-22 1.924E+03 0.42417
1.73780E+00 0.6003  0.2494 1.084E-22 1.971E+03 0.42508
1.69824E+00 0.6055  0.2541 1.125E-22 2.019E+03 0.42601
1.65959E+00 0.6107  0.2591 1.168E-22 2.068E+03 0.42697
1.63000E+00 0.6148  0.2633 1.203E-22 2.108E+03 0.42773 H
1.62181E+00 0.6159  0.2645 1.213E-22 2.119E+03 0.42795
1.58489E+00 0.6212  0.2703 1.260E-22 2.171E+03 0.42896
1.54882E+00 0.6264  0.2766 1.309E-22 2.224E+03 0.43003
1.51356E+00 0.6317  0.2833 1.361E-22 2.279E+03 0.43115
1.47911E+00 0.6370  0.2906 1.415E-22 2.335E+03 0.43233
1.44544E+00 0.6423  0.2984 1.471E-22 2.393E+03 0.43358
1.41254E+00 0.6477  0.3069 1.531E-22 2.453E+03 0.43493
1.38038E+00 0.6530  0.3159 1.594E-22 2.516E+03 0.43636
1.34896E+00 0.6583  0.3254 1.660E-22 2.580E+03 0.43790
1.31826E+00 0.6636  0.3354 1.730E-22 2.647E+03 0.43955
1.28825E+00 0.6689  0.3459 1.803E-22 2.716E+03 0.44129
1.28180E+00 0.6700  0.3482 1.820E-22 2.731E+03 0.44169 Pa beta (5-3)
1.25893E+00 0.6742  0.3566 1.881E-22 2.787E+03 0.44314
1.23027E+00 0.6796  0.3675 1.963E-22 2.860E+03 0.44505
1.22000E+00 0.6816  0.3715 1.994E-22 2.888E+03 0.44577 J filter
1.20226E+00 0.6850  0.3785 2.050E-22 2.937E+03 0.44705
1.17490E+00 0.6903  0.3894 2.141E-22 3.015E+03 0.44912
1.14815E+00 0.6956  0.4001 2.236E-22 3.096E+03 0.45126
1.12202E+00 0.7008  0.4104 2.336E-22 3.179E+03 0.45346
1.09648E+00 0.7058  0.4204 2.440E-22 3.264E+03 0.45572
1.07152E+00 0.7108  0.4299 2.548E-22 3.351E+03 0.45805
1.04713E+00 0.7156  0.4390 2.659E-22 3.439E+03 0.46045
1.02329E+00 0.7202  0.4475 2.774E-22 3.529E+03 0.46294
1.00000E+00 0.7246  0.4555 2.892E-22 3.621E+03 0.46555
9.77237E-01 0.7288  0.4631 3.012E-22 3.715E+03 0.46830
9.54993E-01 0.7328  0.4704 3.135E-22 3.810E+03 0.47123
9.33254E-01 0.7365  0.4774 3.260E-22 3.907E+03 0.47437
9.12011E-01 0.7400  0.4841 3.388E-22 4.006E+03 0.47775
8.93000E-01 0.7430  0.4902 3.507E-22 4.099E+03 0.48107 z (SDSS)
8.91251E-01 0.7433  0.4908 3.519E-22 4.108E+03 0.48139
8.70964E-01 0.7464  0.4974 3.652E-22 4.212E+03 0.48530
8.65500E-01 0.7472  0.4992 3.689E-22 4.241E+03 0.48641 I_J filter
8.51138E-01 0.7492  0.5040 3.788E-22 4.320E+03 0.48948
8.31764E-01 0.7518  0.5106 3.927E-22 4.432E+03 0.49391
8.12831E-01 0.7542  0.5173 4.069E-22 4.548E+03 0.49857
8.02000E-01 0.7556  0.5211 4.153E-22 4.617E+03 0.50137 I_C filter
7.94328E-01 0.7565  0.5239 4.214E-22 4.668E+03 0.50342
7.76247E-01 0.7585  0.5304 4.363E-22 4.791E+03 0.50841
7.58578E-01 0.7604  0.5369 4.513E-22 4.917E+03 0.51349
7.48000E-01 0.7615  0.5407 4.606E-22 4.997E+03 0.51662 i (SDSS)
7.41310E-01 0.7621  0.5432 4.666E-22 5.048E+03 0.51863
7.24436E-01 0.7636  0.5492 4.820E-22 5.183E+03 0.52377
7.07946E-01 0.7648  0.5550 4.976E-22 5.323E+03 0.52889
6.91831E-01 0.7658  0.5606 5.133E-22 5.467E+03 0.53396
6.76083E-01 0.7664  0.5658 5.290E-22 5.618E+03 0.53896
6.60693E-01 0.7669  0.5707 5.447E-22 5.775E+03 0.54388
6.56200E-01 0.7669  0.5721 5.494E-22 5.823E+03 0.54532 H alpha (3-2)
6.49200E-01 0.7670  0.5742 5.567E-22 5.898E+03 0.54756 R_C filter
6.45654E-01 0.7670  0.5753 5.605E-22 5.938E+03 0.54870
6.41500E-01 0.7671  0.5765 5.649E-22 5.984E+03 0.55003 R_J filter
6.30957E-01 0.7670  0.5796 5.762E-22 6.106E+03 0.55340
6.16595E-01 0.7667  0.5836 5.919E-22 6.281E+03 0.55797
6.16500E-01 0.7667  0.5836 5.920E-22 6.283E+03 0.55800 r (SDSS) filter
6.02560E-01 0.7661  0.5873 6.076E-22 6.463E+03 0.56240
5.88844E-01 0.7652  0.5907 6.231E-22 6.653E+03 0.56667
5.75440E-01 0.7641  0.5939 6.384E-22 6.850E+03 0.57076
5.62341E-01 0.7626  0.5967 6.536E-22 7.056E+03 0.57466
5.55000E-01 0.7617  0.5982 6.622E-22 7.177E+03 0.57679 y (Stromgren) filter
5.49541E-01 0.7609  0.5992 6.686E-22 7.269E+03 0.57835
5.47000E-01 0.7605  0.5997 6.715E-22 7.313E+03 0.57907 V filter
5.37032E-01 0.7589  0.6014 6.832E-22 7.491E+03 0.58181
5.24807E-01 0.7566  0.6033 6.976E-22 7.721E+03 0.58504
5.12861E-01 0.7540  0.6048 7.116E-22 7.961E+03 0.58804
5.01187E-01 0.7510  0.6060 7.252E-22 8.210E+03 0.59079
4.89779E-01 0.7478  0.6069 7.384E-22 8.470E+03 0.59328
4.86100E-01 0.7466  0.6071 7.427E-22 8.558E+03 0.59404 H beta (4-2)
4.78630E-01 0.7441  0.6074 7.512E-22 8.741E+03 0.59553
4.70000E-01 0.7410  0.6077 7.609E-22 8.962E+03 0.59714 b (Stromgren)
4.68500E-01 0.7404  0.6077 7.625E-22 9.001E+03 0.59741 g (SDSS) filter
4.67735E-01 0.7401  0.6077 7.634E-22 9.021E+03 0.59755
4.57088E-01 0.7359  0.6077 7.751E-22 9.310E+03 0.59930
4.46684E-01 0.7313  0.6073 7.862E-22 9.608E+03 0.60080
4.40500E-01 0.7284  0.6069 7.926E-22 9.792E+03 0.60159 B filter
4.36516E-01 0.7264  0.6066 7.967E-22 9.913E+03 0.60205
4.26580E-01 0.7212  0.6057 8.067E-22 1.023E+04 0.60303
4.16869E-01 0.7157  0.6044 8.162E-22 1.055E+04 0.60377
4.10000E-01 0.7116  0.6033 8.228E-22 1.079E+04 0.60415 v (Stromgren) filter
4.07380E-01 0.7100  0.6029 8.253E-22 1.088E+04 0.60427
3.98107E-01 0.7040  0.6011 8.338E-22 1.123E+04 0.60455
3.89045E-01 0.6977  0.5991 8.419E-22 1.157E+04 0.60465
3.80189E-01 0.6912  0.5970 8.497E-22 1.193E+04 0.60460
3.71535E-01 0.6845  0.5947 8.573E-22 1.230E+04 0.60440
3.63500E-01 0.6779  0.5923 8.643E-22 1.266E+04 0.60410 U filter
3.63078E-01 0.6775  0.5922 8.647E-22 1.268E+04 0.60408
3.55000E-01 0.6706  0.5897 8.718E-22 1.306E+04 0.60369 u (SDSS) filter
3.54813E-01 0.6704  0.5896 8.720E-22 1.307E+04 0.60368
3.50000E-01 0.6662  0.5881 8.763E-22 1.330E+04 0.60344 u (Stromgren) filter
3.46737E-01 0.6632  0.5870 8.793E-22 1.347E+04 0.60328
3.38844E-01 0.6560  0.5844 8.868E-22 1.387E+04 0.60291
3.31131E-01 0.6487  0.5819 8.945E-22 1.429E+04 0.60265
3.23594E-01 0.6415  0.5796 9.026E-22 1.472E+04 0.60256
3.16228E-01 0.6343  0.5775 9.112E-22 1.515E+04 0.60269
3.09030E-01 0.6273  0.5758 9.205E-22 1.560E+04 0.60308
3.01995E-01 0.6206  0.5745 9.301E-22 1.605E+04 0.60377
2.95121E-01 0.6156  0.5735 9.384E-22 1.640E+04 0.60477
2.88403E-01 0.6105  0.5728 9.482E-22 1.680E+04 0.60602
2.81838E-01 0.6053  0.5723 9.603E-22 1.724E+04 0.60744
2.75423E-01 0.5994  0.5721 9.747E-22 1.776E+04 0.60915
2.69153E-01 0.5913  0.5726 9.930E-22 1.846E+04 0.61129
2.63027E-01 0.5815  0.5734 1.015E-21 1.931E+04 0.61360
2.57040E-01 0.5737  0.5748 1.040E-21 2.016E+04 0.61583
2.51189E-01 0.5610  0.5762 1.072E-21 2.139E+04 0.61821
2.45471E-01 0.5465  0.5787 1.104E-21 2.278E+04 0.62094
2.39883E-01 0.5281  0.5791 1.157E-21 2.484E+04 0.62260
2.34423E-01 0.5063  0.5819 1.210E-21 2.717E+04 0.62517
2.29087E-01 0.4835  0.5855 1.264E-21 2.968E+04 0.62790
2.23872E-01 0.4632  0.5897 1.309E-21 3.196E+04 0.63068
2.22500E-01 0.4586  0.5910 1.319E-21 3.247E+04 0.63145
2.20000E-01 0.4512  0.5937 1.331E-21 3.322E+04 0.63303
2.18776E-01 0.4481  0.5952 1.334E-21 3.348E+04 0.63395
2.17500E-01 0.4455  0.5971 1.335E-21 3.365E+04 0.63499 2175 A feature
2.15000E-01 0.4419  0.6012 1.328E-21 3.371E+04 0.63731
2.13796E-01 0.4410  0.6034 1.322E-21 3.360E+04 0.63849
2.12500E-01 0.4407  0.6057 1.313E-21 3.340E+04 0.63980
2.08930E-01 0.4420  0.6126 1.281E-21 3.250E+04 0.64373
2.04174E-01 0.4469  0.6233 1.225E-21 3.082E+04 0.64992
1.99526E-01 0.4515  0.6357 1.168E-21 2.914E+04 0.65743
1.94984E-01 0.4537  0.6496 1.117E-21 2.776E+04 0.66616
1.90546E-01 0.4524  0.6644 1.075E-21 2.676E+04 0.67591
1.86209E-01 0.4486  0.6793 1.040E-21 2.609E+04 0.68612
1.81970E-01 0.4422  0.6945 1.013E-21 2.569E+04 0.69693
1.77828E-01 0.4346  0.7094 9.910E-22 2.548E+04 0.70788
1.73780E-01 0.4268  0.7233 9.734E-22 2.537E+04 0.71845
1.69824E-01 0.4200  0.7352 9.597E-22 2.532E+04 0.72805
1.65959E-01 0.4143  0.7452 9.495E-22 2.529E+04 0.73648
1.62181E-01 0.4101  0.7527 9.436E-22 2.531E+04 0.74343
1.58489E-01 0.4076  0.7579 9.417E-22 2.537E+04 0.74885
1.54882E-01 0.4063  0.7613 9.434E-22 2.547E+04 0.75309
1.51356E-01 0.4057  0.7639 9.480E-22 2.562E+04 0.75675
1.47911E-01 0.4055  0.7661 9.557E-22 2.584E+04 0.75984
1.44544E-01 0.4051  0.7684 9.663E-22 2.614E+04 0.76250
1.41254E-01 0.4041  0.7706 9.792E-22 2.654E+04 0.76457
1.38038E-01 0.4028  0.7714 9.942E-22 2.700E+04 0.76544
1.34896E-01 0.4007  0.7709 1.011E-21 2.756E+04 0.76543
1.31826E-01 0.3977  0.7695 1.030E-21 2.822E+04 0.76495
1.28825E-01 0.3918  0.7675 1.055E-21 2.919E+04 0.76437
1.25893E-01 0.3858  0.7653 1.080E-21 3.017E+04 0.76396
1.23027E-01 0.3792  0.7629 1.106E-21 3.123E+04 0.76374
1.21500E-01 0.3756  0.7615 1.121E-21 3.182E+04 0.76363 Lyman alpha
1.20226E-01 0.3725  0.7602 1.133E-21 3.234E+04 0.76354
1.17490E-01 0.3659  0.7570 1.162E-21 3.350E+04 0.76306
1.14815E-01 0.3598  0.7527 1.192E-21 3.470E+04 0.76199
1.12202E-01 0.3551  0.7451 1.224E-21 3.590E+04 0.75907
1.10000E-01 0.3508  0.7395 1.254E-21 3.701E+04 0.75706
1.09648E-01 0.3500  0.7387 1.259E-21 3.721E+04 0.75680
1.07152E-01 0.3448  0.7323 1.298E-21 3.866E+04 0.75449
1.04713E-01 0.3383  0.7289 1.336E-21 4.020E+04 0.75400
1.02329E-01 0.3314  0.7273 1.372E-21 4.171E+04 0.75464
1.00000E-01 0.3250  0.7267 1.406E-21 4.315E+04 0.75555
9.77237E-02 0.3204  0.7245 1.438E-21 4.445E+04 0.75534
9.54993E-02 0.3147  0.7251 1.469E-21 4.578E+04 0.75676
9.33254E-02 0.3080  0.7281 1.498E-21 4.713E+04 0.75958
9.12011E-02 0.3006  0.7320 1.528E-21 4.858E+04 0.76282
9.12000E-02 0.3006  0.7320 1.528E-21 4.859E+04 0.76282 Lyman edge
8.91251E-02 0.2915  0.7383 1.558E-21 5.019E+04 0.76760
8.70964E-02 0.2840  0.7403 1.599E-21 5.207E+04 0.76960
8.51138E-02 0.2763  0.7404 1.652E-21 5.437E+04 0.77034
8.31764E-02 0.2675  0.7394 1.717E-21 5.720E+04 0.77046
8.12831E-02 0.2575  0.7374 1.799E-21 6.074E+04 0.76983
7.94328E-02 0.2461  0.7349 1.899E-21 6.512E+04 0.76883
7.76247E-02 0.2337  0.7324 2.019E-21 7.036E+04 0.76766
7.58578E-02 0.2204  0.7327 2.147E-21 7.611E+04 0.76809
7.41310E-02 0.2093  0.7344 2.260E-21 8.126E+04 0.76941
7.24436E-02 0.2033  0.7375 2.317E-21 8.395E+04 0.77144
7.07946E-02 0.2044  0.7411 2.292E-21 8.292E+04 0.77377
6.91831E-02 0.2109  0.7462 2.200E-21 7.895E+04 0.77690
6.76083E-02 0.2194  0.7543 2.083E-21 7.395E+04 0.78186
6.60693E-02 0.2273  0.7638 1.975E-21 6.939E+04 0.78771
6.45654E-02 0.2363  0.7737 1.864E-21 6.473E+04 0.79392
6.30957E-02 0.2468  0.7828 1.754E-21 6.008E+04 0.79975
6.16595E-02 0.2589  0.7915 1.644E-21 5.541E+04 0.80547
6.02560E-02 0.2734  0.7996 1.533E-21 5.067E+04 0.81076
5.88844E-02 0.2907  0.8071 1.422E-21 4.587E+04 0.81578
5.75440E-02 0.3149  0.8143 1.296E-21 4.039E+04 0.82060
5.62341E-02 0.3202  0.8210 1.260E-21 3.896E+04 0.82523
5.49541E-02 0.3267  0.8276 1.222E-21 3.740E+04 0.82975
5.37032E-02 0.3338  0.8339 1.184E-21 3.587E+04 0.83405
5.24807E-02 0.3410  0.8399 1.149E-21 3.445E+04 0.83811
5.12861E-02 0.3484  0.8456 1.117E-21 3.309E+04 0.84198
5.01187E-02 0.3559  0.8511 1.086E-21 3.181E+04 0.84566
4.89779E-02 0.3633  0.8564 1.057E-21 3.062E+04 0.84920
4.88100E-02 0.3643  0.8572 1.053E-21 3.044E+04 0.84973 He I ionization edge
4.78630E-02 0.3706  0.8617 1.030E-21 2.948E+04 0.85274
4.67735E-02 0.3789  0.8672 1.002E-21 2.829E+04 0.85644
4.57088E-02 0.3866  0.8728 9.752E-22 2.720E+04 0.86030
4.46684E-02 0.3925  0.8785 9.538E-22 2.635E+04 0.86445
4.36516E-02 0.3998  0.8843 9.297E-22 2.538E+04 0.86872
4.26580E-02 0.4071  0.8905 9.052E-22 2.441E+04 0.87348
4.16869E-02 0.4087  0.8975 8.893E-22 2.391E+04 0.87967
4.07380E-02 0.4097  0.9035 8.768E-22 2.354E+04 0.88517
3.98107E-02 0.4114  0.9085 8.648E-22 2.315E+04 0.88989
3.89045E-02 0.4132  0.9134 8.531E-22 2.276E+04 0.89455
3.80189E-02 0.4142  0.9179 8.432E-22 2.246E+04 0.89901
3.71535E-02 0.4151  0.9220 8.342E-22 2.219E+04 0.90314
3.63078E-02 0.4161  0.9264 8.242E-22 2.189E+04 0.90760
3.54813E-02 0.4140  0.9313 8.162E-22 2.175E+04 0.91285
3.46737E-02 0.3992  0.9330 8.405E-22 2.297E+04 0.91517
3.38844E-02 0.3982  0.9334 8.467E-22 2.317E+04 0.91554
3.31131E-02 0.4050  0.9346 8.354E-22 2.260E+04 0.91655
3.23594E-02 0.4095  0.9369 8.245E-22 2.214E+04 0.91885
3.16228E-02 0.4139  0.9392 8.140E-22 2.170E+04 0.92117
3.09030E-02 0.4182  0.9416 8.036E-22 2.126E+04 0.92361
3.01995E-02 0.4222  0.9439 7.935E-22 2.085E+04 0.92613
2.95121E-02 0.4262  0.9463 7.836E-22 2.045E+04 0.92869
2.88403E-02 0.4299  0.9487 7.739E-22 2.006E+04 0.93131
2.81838E-02 0.4334  0.9511 7.644E-22 1.970E+04 0.93398
2.75423E-02 0.4362  0.9535 7.554E-22 1.937E+04 0.93673
2.69153E-02 0.4396  0.9556 7.472E-22 1.904E+04 0.93916
2.63027E-02 0.4428  0.9578 7.387E-22 1.872E+04 0.94167
2.57040E-02 0.4455  0.9600 7.302E-22 1.842E+04 0.94433
2.51189E-02 0.4475  0.9622 7.221E-22 1.814E+04 0.94699
2.45471E-02 0.4490  0.9643 7.139E-22 1.789E+04 0.94969
2.39883E-02 0.4488  0.9665 7.056E-22 1.769E+04 0.95259
2.34423E-02 0.4469  0.9684 6.997E-22 1.760E+04 0.95514
2.29087E-02 0.4500  0.9679 7.074E-22 1.769E+04 0.95468
2.27900E-02 0.4539  0.9673 7.091E-22 1.761E+04 0.95378 He II ionization edge
2.23872E-02 0.4649  0.9670 7.056E-22 1.717E+04 0.95295
2.18776E-02 0.4711  0.9693 6.947E-22 1.671E+04 0.95558
2.13796E-02 0.4720  0.9715 6.865E-22 1.648E+04 0.95849
2.08930E-02 0.4739  0.9732 6.801E-22 1.627E+04 0.96070
2.04174E-02 0.4752  0.9747 6.747E-22 1.610E+04 0.96268
1.99526E-02 0.4778  0.9756 6.718E-22 1.595E+04 0.96386
