Extinction, scattering, and absorption properties computed for the
carbonaceous - silicate dust model of Weingartner & Draine (2001) and
Li & Draine (2001).

Model consists of mixture of carbonaceous grains, and amorphous
silicate grains.  Carbonaceous grains are PAH-like when small, and
graphite-like when large (see Li & Draine 2001).  Size distributions
from Weingartner & Draine (2001).  PAH optical properties are from Li
& Draine (2001).  Graphite and silicate optical properties from Draine
& Lee (1984), Laor & Draine (1993), Weingartner & Draine (2001), and
Li & Draine (2001).

Grain size distribution: Weingartner & Draine (2001) model for
R_V=3.1 galactic dust with C/H = b_C = 60.e-6 in two log-normal size
distributions.

The PAH/graphitic grains in the log-normal size distributions are
assumed to be 50% neutral and 50% ionized.  The PAH/graphitic grains
in the size distribution given by eq. (5,6) of Weingartner & Draine
(2001) are assumed to be 100% ionized.

**************************** NOTE ***********************************
C_ext/H and K_abs published in Table 6 of Li & Draine (2001) are too
small by a factor of 1.086 (see erratum, Li & Draine 2001b).

This table is an extended and corrected version of Table 6 from Li & 
Draine (2001), recalculated by B.T. Draine 2001.07.05

*********************************************************************

References:
Draine, B.T., & Lee, H.-M. 1984, "Optical Properties of Interstellar
    Graphite and Silicate Grains", Astrophys. J., 285, 89-108
Laor, A., & Draine, B.T. 1993, "Spectroscopic Constraints on the Properties
    of Dust in Active Galactic Nuclei", Astrophys. J., 402, 441-468
Li, A., & Draine, B.T. 2001, "Infrared Emission from Interstellar Dust. II.
    The Diffuse Interstellar Medium", Astrophys. J., 554, 778-802
Weingartner, J.C., & Draine, B.T. 2001, "Dust Grain-Size Distributions and 
    Extinction in the Milky Way, LMC, and SMC", Astrophys. J., 548, 296-309

Tabulated quantities:
lambda  = wavelength in vacuo (micron)
albedo  = (scattering cross section)/(extinction cross section)
g       = <cos(theta)> for scattered light
9.441E-02 0.2559  0.6555 2.433E-21 9.988E+04
9.495E-02 0.2575  0.6545 2.419E-21 9.907E+04
9.550E-02 0.2591  0.6536 2.404E-21 9.826E+04
9.605E-02 0.2607  0.6529 2.389E-21 9.745E+04
9.661E-02 0.2622  0.6524 2.374E-21 9.664E+04
9.716E-02 0.2636  0.6519 2.359E-21 9.584E+04
9.772E-02 0.2650  0.6517 2.344E-21 9.504E+04
9.829E-02 0.2662  0.6517 2.328E-21 9.426E+04
9.886E-02 0.2674  0.6517 2.313E-21 9.350E+04
9.943E-02 0.2686  0.6518 2.298E-21 9.274E+04
1.000E-01 0.2701  0.6518 2.281E-21 9.185E+04
1.006E-01 0.2717  0.6516 2.265E-21 9.099E+04
1.012E-01 0.2734  0.6515 2.248E-21 9.012E+04
1.017E-01 0.2751  0.6514 2.231E-21 8.923E+04
1.023E-01 0.2769  0.6513 2.214E-21 8.834E+04
1.029E-01 0.2787  0.6514 2.196E-21 8.739E+04
1.035E-01 0.2806  0.6516 2.177E-21 8.643E+04
1.041E-01 0.2824  0.6520 2.159E-21 8.546E+04
1.047E-01 0.2843  0.6524 2.140E-21 8.450E+04
1.053E-01 0.2861  0.6529 2.121E-21 8.354E+04
1.059E-01 0.2877  0.6536 2.102E-21 8.261E+04
1.065E-01 0.2893  0.6544 2.083E-21 8.169E+04
1.072E-01 0.2907  0.6555 2.065E-21 8.079E+04
1.078E-01 0.2922  0.6566 2.046E-21 7.990E+04
1.084E-01 0.2934  0.6580 2.027E-21 7.904E+04
1.090E-01 0.2947  0.6592 2.009E-21 7.819E+04
1.096E-01 0.2960  0.6604 1.992E-21 7.737E+04
1.103E-01 0.2974  0.6615 1.975E-21 7.656E+04
1.109E-01 0.2987  0.6626 1.958E-21 7.578E+04
1.116E-01 0.2999  0.6640 1.942E-21 7.502E+04
1.122E-01 0.3012  0.6655 1.927E-21 7.428E+04
1.128E-01 0.3025  0.6669 1.911E-21 7.355E+04
1.135E-01 0.3037  0.6684 1.896E-21 7.282E+04
1.142E-01 0.3050  0.6699 1.881E-21 7.211E+04
1.148E-01 0.3063  0.6715 1.866E-21 7.140E+04
1.155E-01 0.3078  0.6724 1.851E-21 7.069E+04
1.161E-01 0.3094  0.6733 1.837E-21 6.998E+04
1.168E-01 0.3109  0.6740 1.822E-21 6.928E+04
1.175E-01 0.3125  0.6747 1.808E-21 6.859E+04
1.182E-01 0.3142  0.6754 1.795E-21 6.791E+04
1.189E-01 0.3158  0.6760 1.781E-21 6.723E+04
1.195E-01 0.3175  0.6766 1.768E-21 6.656E+04
1.202E-01 0.3193  0.6772 1.754E-21 6.589E+04
1.209E-01 0.3210  0.6777 1.741E-21 6.523E+04
1.216E-01 0.3227  0.6782 1.728E-21 6.457E+04
1.223E-01 0.3245  0.6787 1.715E-21 6.393E+04
1.230E-01 0.3263  0.6792 1.703E-21 6.329E+04
1.237E-01 0.3280  0.6796 1.690E-21 6.267E+04
1.245E-01 0.3298  0.6800 1.678E-21 6.205E+04
1.252E-01 0.3315  0.6804 1.666E-21 6.144E+04
1.259E-01 0.3333  0.6808 1.654E-21 6.083E+04
1.266E-01 0.3350  0.6811 1.642E-21 6.024E+04
1.274E-01 0.3367  0.6814 1.630E-21 5.966E+04
1.281E-01 0.3384  0.6817 1.619E-21 5.908E+04
1.288E-01 0.3400  0.6820 1.607E-21 5.852E+04
1.296E-01 0.3416  0.6823 1.596E-21 5.797E+04
1.303E-01 0.3442  0.6825 1.580E-21 5.718E+04
1.311E-01 0.3455  0.6827 1.570E-21 5.670E+04
1.318E-01 0.3468  0.6829 1.560E-21 5.623E+04
1.326E-01 0.3480  0.6830 1.551E-21 5.578E+04
1.334E-01 0.3492  0.6830 1.541E-21 5.534E+04
1.341E-01 0.3503  0.6830 1.532E-21 5.491E+04
1.349E-01 0.3514  0.6830 1.523E-21 5.449E+04
1.357E-01 0.3525  0.6828 1.514E-21 5.409E+04
1.365E-01 0.3535  0.6826 1.505E-21 5.369E+04
1.372E-01 0.3545  0.6823 1.497E-21 5.331E+04
1.380E-01 0.3555  0.6820 1.489E-21 5.294E+04
1.388E-01 0.3565  0.6815 1.481E-21 5.257E+04
1.396E-01 0.3574  0.6809 1.473E-21 5.222E+04
1.404E-01 0.3584  0.6802 1.465E-21 5.187E+04
1.413E-01 0.3594  0.6793 1.458E-21 5.152E+04
1.421E-01 0.3605  0.6783 1.451E-21 5.118E+04
1.429E-01 0.3618  0.6773 1.443E-21 5.083E+04
1.437E-01 0.3631  0.6761 1.436E-21 5.046E+04
1.445E-01 0.3646  0.6749 1.429E-21 5.008E+04
1.454E-01 0.3662  0.6738 1.421E-21 4.969E+04
1.462E-01 0.3678  0.6727 1.413E-21 4.930E+04
1.471E-01 0.3694  0.6717 1.406E-21 4.891E+04
1.479E-01 0.3710  0.6707 1.398E-21 4.853E+04
1.488E-01 0.3727  0.6697 1.391E-21 4.815E+04
1.496E-01 0.3746  0.6688 1.384E-21 4.775E+04
1.505E-01 0.3765  0.6679 1.377E-21 4.736E+04
1.514E-01 0.3785  0.6670 1.370E-21 4.698E+04
1.522E-01 0.3805  0.6661 1.363E-21 4.660E+04
1.531E-01 0.3825  0.6652 1.357E-21 4.623E+04
1.540E-01 0.3847  0.6642 1.351E-21 4.586E+04
1.549E-01 0.3869  0.6632 1.345E-21 4.549E+04
1.558E-01 0.3890  0.6623 1.339E-21 4.514E+04
1.567E-01 0.3912  0.6613 1.334E-21 4.480E+04
1.576E-01 0.3935  0.6603 1.329E-21 4.446E+04
1.585E-01 0.3958  0.6592 1.324E-21 4.412E+04
1.594E-01 0.3982  0.6582 1.319E-21 4.380E+04
1.603E-01 0.4006  0.6570 1.315E-21 4.347E+04
1.613E-01 0.4032  0.6557 1.311E-21 4.316E+04
1.622E-01 0.4058  0.6543 1.307E-21 4.286E+04
1.631E-01 0.4085  0.6529 1.304E-21 4.256E+04
1.641E-01 0.4112  0.6514 1.301E-21 4.227E+04
1.650E-01 0.4140  0.6498 1.299E-21 4.200E+04
1.660E-01 0.4168  0.6482 1.297E-21 4.174E+04
1.669E-01 0.4195  0.6466 1.296E-21 4.149E+04
1.679E-01 0.4223  0.6449 1.294E-21 4.126E+04
1.688E-01 0.4251  0.6431 1.294E-21 4.104E+04
1.698E-01 0.4279  0.6412 1.293E-21 4.082E+04
1.708E-01 0.4306  0.6394 1.293E-21 4.063E+04
1.718E-01 0.4334  0.6375 1.294E-21 4.044E+04
1.728E-01 0.4361  0.6356 1.294E-21 4.027E+04
1.738E-01 0.4388  0.6336 1.295E-21 4.011E+04
1.748E-01 0.4414  0.6316 1.297E-21 3.996E+04
1.758E-01 0.4440  0.6295 1.299E-21 3.984E+04
1.768E-01 0.4464  0.6273 1.301E-21 3.973E+04
1.778E-01 0.4487  0.6251 1.304E-21 3.965E+04
1.789E-01 0.4510  0.6229 1.307E-21 3.958E+04
1.799E-01 0.4531  0.6206 1.310E-21 3.952E+04
1.809E-01 0.4550  0.6185 1.314E-21 3.950E+04
1.820E-01 0.4568  0.6164 1.318E-21 3.949E+04
1.830E-01 0.4584  0.6144 1.323E-21 3.952E+04
1.841E-01 0.4598  0.6123 1.328E-21 3.959E+04
1.851E-01 0.4608  0.6103 1.335E-21 3.971E+04
1.862E-01 0.4615  0.6081 1.342E-21 3.986E+04
1.873E-01 0.4620  0.6060 1.349E-21 4.006E+04
1.884E-01 0.4621  0.6038 1.358E-21 4.029E+04
1.895E-01 0.4620  0.6017 1.366E-21 4.055E+04
1.905E-01 0.4618  0.5996 1.376E-21 4.084E+04
1.916E-01 0.4614  0.5977 1.385E-21 4.116E+04
1.928E-01 0.4608  0.5959 1.396E-21 4.152E+04
1.939E-01 0.4598  0.5941 1.407E-21 4.195E+04
1.950E-01 0.4584  0.5924 1.420E-21 4.244E+04
1.961E-01 0.4568  0.5905 1.434E-21 4.299E+04
1.972E-01 0.4548  0.5884 1.449E-21 4.359E+04
1.984E-01 0.4525  0.5863 1.465E-21 4.424E+04
1.995E-01 0.4500  0.5841 1.480E-21 4.492E+04
2.007E-01 0.4473  0.5820 1.497E-21 4.564E+04
2.018E-01 0.4445  0.5801 1.513E-21 4.636E+04
2.030E-01 0.4417  0.5785 1.529E-21 4.710E+04
2.042E-01 0.4387  0.5772 1.545E-21 4.785E+04
2.054E-01 0.4358  0.5760 1.562E-21 4.863E+04
2.065E-01 0.4329  0.5747 1.579E-21 4.941E+04
2.077E-01 0.4301  0.5733 1.596E-21 5.019E+04
2.089E-01 0.4274  0.5717 1.612E-21 5.093E+04
2.101E-01 0.4250  0.5698 1.627E-21 5.161E+04
2.113E-01 0.4231  0.5678 1.640E-21 5.219E+04
2.126E-01 0.4216  0.5657 1.650E-21 5.266E+04
2.138E-01 0.4207  0.5638 1.658E-21 5.300E+04
2.150E-01 0.4202  0.5624 1.663E-21 5.319E+04
2.163E-01 0.4204  0.5614 1.664E-21 5.322E+04
2.175E-01 0.4213  0.5606 1.663E-21 5.311E+04
2.188E-01 0.4227  0.5598 1.659E-21 5.285E+04
2.200E-01 0.4248  0.5591 1.652E-21 5.244E+04
2.213E-01 0.4274  0.5583 1.643E-21 5.190E+04
2.226E-01 0.4303  0.5574 1.631E-21 5.125E+04
2.239E-01 0.4336  0.5564 1.616E-21 5.049E+04
2.252E-01 0.4373  0.5553 1.599E-21 4.964E+04
2.265E-01 0.4413  0.5543 1.580E-21 4.872E+04
2.278E-01 0.4457  0.5534 1.560E-21 4.772E+04
2.291E-01 0.4504  0.5529 1.539E-21 4.667E+04
2.304E-01 0.4554  0.5526 1.517E-21 4.559E+04
2.317E-01 0.4607  0.5525 1.496E-21 4.450E+04
2.331E-01 0.4662  0.5523 1.474E-21 4.342E+04
2.344E-01 0.4718  0.5521 1.453E-21 4.235E+04
2.358E-01 0.4775  0.5518 1.433E-21 4.130E+04
2.371E-01 0.4832  0.5513 1.413E-21 4.028E+04
2.385E-01 0.4887  0.5507 1.393E-21 3.930E+04
2.399E-01 0.4938  0.5502 1.374E-21 3.836E+04
2.413E-01 0.4988  0.5496 1.355E-21 3.746E+04
2.427E-01 0.5035  0.5492 1.336E-21 3.659E+04
2.441E-01 0.5081  0.5490 1.317E-21 3.575E+04
2.455E-01 0.5125  0.5492 1.300E-21 3.496E+04
2.469E-01 0.5167  0.5495 1.283E-21 3.421E+04
2.483E-01 0.5207  0.5500 1.267E-21 3.351E+04
2.497E-01 0.5246  0.5505 1.253E-21 3.286E+04
2.512E-01 0.5283  0.5509 1.239E-21 3.225E+04
2.526E-01 0.5319  0.5513 1.226E-21 3.167E+04
2.541E-01 0.5352  0.5516 1.214E-21 3.114E+04
2.556E-01 0.5383  0.5517 1.203E-21 3.063E+04
2.570E-01 0.5411  0.5518 1.191E-21 3.016E+04
2.585E-01 0.5437  0.5518 1.180E-21 2.971E+04
2.600E-01 0.5462  0.5519 1.169E-21 2.928E+04
2.615E-01 0.5485  0.5521 1.158E-21 2.886E+04
2.630E-01 0.5507  0.5526 1.148E-21 2.845E+04
2.645E-01 0.5529  0.5533 1.138E-21 2.808E+04
2.661E-01 0.5549  0.5540 1.129E-21 2.773E+04
2.676E-01 0.5569  0.5548 1.121E-21 2.740E+04
2.692E-01 0.5587  0.5555 1.113E-21 2.709E+04
2.707E-01 0.5605  0.5562 1.105E-21 2.680E+04
2.723E-01 0.5621  0.5568 1.098E-21 2.653E+04
2.738E-01 0.5636  0.5572 1.092E-21 2.628E+04
2.754E-01 0.5650  0.5576 1.085E-21 2.604E+04
2.770E-01 0.5661  0.5580 1.078E-21 2.581E+04
2.786E-01 0.5672  0.5583 1.072E-21 2.559E+04
2.802E-01 0.5683  0.5588 1.065E-21 2.537E+04
2.818E-01 0.5692  0.5594 1.058E-21 2.516E+04
2.835E-01 0.5701  0.5603 1.052E-21 2.495E+04
2.851E-01 0.5710  0.5612 1.046E-21 2.475E+04
2.867E-01 0.5719  0.5621 1.040E-21 2.457E+04
2.884E-01 0.5728  0.5630 1.035E-21 2.439E+04
2.901E-01 0.5737  0.5639 1.030E-21 2.423E+04
2.917E-01 0.5745  0.5646 1.025E-21 2.407E+04
2.934E-01 0.5754  0.5652 1.021E-21 2.392E+04
2.951E-01 0.5761  0.5656 1.017E-21 2.377E+04
2.968E-01 0.5768  0.5659 1.012E-21 2.363E+04
2.985E-01 0.5774  0.5662 1.007E-21 2.349E+04
3.003E-01 0.5780  0.5665 1.003E-21 2.334E+04
3.020E-01 0.5786  0.5669 9.977E-22 2.320E+04
3.037E-01 0.5795  0.5675 9.923E-22 2.302E+04
3.055E-01 0.5807  0.5681 9.865E-22 2.282E+04
3.073E-01 0.5819  0.5688 9.809E-22 2.263E+04
3.090E-01 0.5831  0.5696 9.755E-22 2.244E+04
3.108E-01 0.5843  0.5703 9.704E-22 2.225E+04
3.126E-01 0.5855  0.5710 9.654E-22 2.207E+04
3.144E-01 0.5868  0.5716 9.605E-22 2.190E+04
3.162E-01 0.5879  0.5721 9.556E-22 2.172E+04
3.181E-01 0.5891  0.5725 9.507E-22 2.155E+04
3.199E-01 0.5903  0.5728 9.456E-22 2.138E+04
3.217E-01 0.5914  0.5730 9.404E-22 2.120E+04
3.236E-01 0.5925  0.5733 9.350E-22 2.102E+04
3.255E-01 0.5936  0.5737 9.296E-22 2.084E+04
3.273E-01 0.5948  0.5742 9.241E-22 2.066E+04
3.292E-01 0.5959  0.5747 9.187E-22 2.048E+04
3.311E-01 0.5971  0.5752 9.135E-22 2.031E+04
3.330E-01 0.5983  0.5758 9.084E-22 2.013E+04
3.350E-01 0.5995  0.5763 9.035E-22 1.996E+04
3.369E-01 0.6007  0.5768 8.987E-22 1.980E+04
3.388E-01 0.6018  0.5772 8.940E-22 1.964E+04
3.408E-01 0.6030  0.5775 8.893E-22 1.948E+04
3.428E-01 0.6041  0.5777 8.845E-22 1.932E+04
3.447E-01 0.6052  0.5779 8.797E-22 1.916E+04
3.467E-01 0.6063  0.5780 8.747E-22 1.900E+04
3.487E-01 0.6074  0.5781 8.696E-22 1.884E+04
3.508E-01 0.6085  0.5782 8.645E-22 1.867E+04
3.528E-01 0.6096  0.5784 8.593E-22 1.851E+04
3.548E-01 0.6107  0.5786 8.542E-22 1.835E+04
3.569E-01 0.6118  0.5789 8.492E-22 1.819E+04
3.589E-01 0.6129  0.5792 8.443E-22 1.803E+04
3.610E-01 0.6140  0.5794 8.395E-22 1.788E+04
3.631E-01 0.6151  0.5796 8.347E-22 1.773E+04
3.652E-01 0.6162  0.5798 8.300E-22 1.758E+04
3.673E-01 0.6173  0.5798 8.253E-22 1.743E+04
3.694E-01 0.6183  0.5798 8.206E-22 1.728E+04
3.715E-01 0.6194  0.5798 8.159E-22 1.713E+04
3.737E-01 0.6204  0.5797 8.110E-22 1.699E+04
3.758E-01 0.6214  0.5796 8.061E-22 1.684E+04
3.780E-01 0.6224  0.5795 8.012E-22 1.669E+04
3.802E-01 0.6234  0.5794 7.962E-22 1.655E+04
3.824E-01 0.6244  0.5794 7.913E-22 1.640E+04
3.846E-01 0.6253  0.5793 7.864E-22 1.626E+04
3.868E-01 0.6263  0.5793 7.816E-22 1.611E+04
3.890E-01 0.6273  0.5792 7.769E-22 1.597E+04
3.913E-01 0.6283  0.5792 7.722E-22 1.584E+04
3.936E-01 0.6292  0.5790 7.675E-22 1.570E+04
3.958E-01 0.6302  0.5789 7.628E-22 1.556E+04
3.981E-01 0.6311  0.5787 7.582E-22 1.543E+04
4.004E-01 0.6320  0.5784 7.535E-22 1.530E+04
4.027E-01 0.6329  0.5782 7.488E-22 1.516E+04
4.050E-01 0.6338  0.5779 7.441E-22 1.503E+04
4.074E-01 0.6347  0.5776 7.393E-22 1.490E+04
4.097E-01 0.6356  0.5773 7.345E-22 1.477E+04
4.121E-01 0.6364  0.5770 7.298E-22 1.464E+04
4.145E-01 0.6373  0.5767 7.250E-22 1.451E+04
4.169E-01 0.6382  0.5764 7.203E-22 1.438E+04
4.193E-01 0.6390  0.5760 7.156E-22 1.425E+04
4.217E-01 0.6399  0.5757 7.110E-22 1.413E+04
4.241E-01 0.6407  0.5754 7.063E-22 1.400E+04
4.266E-01 0.6415  0.5750 7.017E-22 1.388E+04
4.290E-01 0.6423  0.5746 6.971E-22 1.376E+04
4.315E-01 0.6431  0.5741 6.925E-22 1.364E+04
4.340E-01 0.6439  0.5736 6.879E-22 1.352E+04
4.365E-01 0.6446  0.5732 6.833E-22 1.340E+04
4.390E-01 0.6454  0.5727 6.787E-22 1.328E+04
4.416E-01 0.6461  0.5721 6.741E-22 1.316E+04
4.441E-01 0.6468  0.5716 6.695E-22 1.304E+04
4.467E-01 0.6476  0.5711 6.649E-22 1.293E+04
4.493E-01 0.6483  0.5706 6.603E-22 1.281E+04
4.519E-01 0.6489  0.5700 6.557E-22 1.270E+04
4.545E-01 0.6496  0.5695 6.511E-22 1.259E+04
4.571E-01 0.6503  0.5689 6.466E-22 1.247E+04
4.597E-01 0.6510  0.5683 6.420E-22 1.236E+04
4.624E-01 0.6516  0.5676 6.375E-22 1.225E+04
4.651E-01 0.6523  0.5670 6.330E-22 1.214E+04
4.677E-01 0.6529  0.5663 6.285E-22 1.204E+04
4.704E-01 0.6535  0.5656 6.240E-22 1.193E+04
4.732E-01 0.6541  0.5649 6.195E-22 1.182E+04
4.759E-01 0.6547  0.5641 6.150E-22 1.172E+04
4.786E-01 0.6553  0.5634 6.105E-22 1.161E+04
4.814E-01 0.6559  0.5626 6.061E-22 1.151E+04
4.842E-01 0.6564  0.5619 6.017E-22 1.140E+04
4.870E-01 0.6570  0.5611 5.973E-22 1.130E+04
4.898E-01 0.6575  0.5603 5.929E-22 1.120E+04
4.926E-01 0.6580  0.5595 5.885E-22 1.110E+04
4.955E-01 0.6585  0.5586 5.841E-22 1.100E+04
4.983E-01 0.6590  0.5578 5.797E-22 1.091E+04
5.012E-01 0.6594  0.5569 5.754E-22 1.081E+04
5.041E-01 0.6599  0.5560 5.711E-22 1.072E+04
5.070E-01 0.6603  0.5551 5.668E-22 1.062E+04
5.099E-01 0.6607  0.5541 5.625E-22 1.053E+04
5.129E-01 0.6611  0.5532 5.583E-22 1.044E+04
5.158E-01 0.6615  0.5522 5.540E-22 1.035E+04
5.188E-01 0.6618  0.5512 5.498E-22 1.026E+04
5.218E-01 0.6622  0.5502 5.457E-22 1.017E+04
5.248E-01 0.6625  0.5492 5.415E-22 1.008E+04
5.278E-01 0.6629  0.5482 5.374E-22 9.996E+03
5.309E-01 0.6632  0.5472 5.333E-22 9.910E+03
5.339E-01 0.6634  0.5461 5.292E-22 9.826E+03
5.370E-01 0.6637  0.5450 5.251E-22 9.742E+03
5.401E-01 0.6640  0.5439 5.210E-22 9.659E+03
5.433E-01 0.6642  0.5428 5.170E-22 9.577E+03
5.464E-01 0.6644  0.5416 5.129E-22 9.496E+03
5.495E-01 0.6646  0.5405 5.089E-22 9.416E+03
5.527E-01 0.6649  0.5393 5.049E-22 9.336E+03
5.559E-01 0.6650  0.5381 5.010E-22 9.258E+03
5.591E-01 0.6652  0.5369 4.970E-22 9.180E+03
5.623E-01 0.6654  0.5357 4.931E-22 9.103E+03
5.656E-01 0.6655  0.5344 4.892E-22 9.027E+03
5.689E-01 0.6657  0.5332 4.853E-22 8.952E+03
5.721E-01 0.6658  0.5319 4.815E-22 8.878E+03
5.754E-01 0.6659  0.5306 4.777E-22 8.805E+03
5.788E-01 0.6660  0.5293 4.739E-22 8.732E+03
5.821E-01 0.6661  0.5280 4.701E-22 8.661E+03
5.855E-01 0.6661  0.5266 4.663E-22 8.590E+03
5.888E-01 0.6662  0.5253 4.626E-22 8.520E+03
5.922E-01 0.6662  0.5239 4.589E-22 8.451E+03
5.957E-01 0.6662  0.5225 4.552E-22 8.383E+03
5.991E-01 0.6662  0.5211 4.515E-22 8.315E+03
6.026E-01 0.6662  0.5197 4.479E-22 8.249E+03
6.060E-01 0.6661  0.5182 4.443E-22 8.183E+03
6.095E-01 0.6661  0.5168 4.407E-22 8.118E+03
6.131E-01 0.6660  0.5153 4.371E-22 8.054E+03
6.166E-01 0.6659  0.5139 4.335E-22 7.991E+03
6.202E-01 0.6658  0.5124 4.300E-22 7.928E+03
6.237E-01 0.6657  0.5109 4.265E-22 7.866E+03
6.273E-01 0.6656  0.5094 4.230E-22 7.805E+03
6.310E-01 0.6654  0.5078 4.196E-22 7.744E+03
6.346E-01 0.6653  0.5063 4.161E-22 7.684E+03
6.383E-01 0.6651  0.5047 4.127E-22 7.625E+03
6.419E-01 0.6649  0.5032 4.093E-22 7.566E+03
6.457E-01 0.6647  0.5016 4.059E-22 7.508E+03
6.494E-01 0.6645  0.5000 4.025E-22 7.451E+03
6.531E-01 0.6643  0.4984 3.992E-22 7.394E+03
6.569E-01 0.6640  0.4968 3.959E-22 7.338E+03
6.607E-01 0.6638  0.4952 3.926E-22 7.283E+03
6.645E-01 0.6635  0.4935 3.894E-22 7.228E+03
6.683E-01 0.6633  0.4919 3.861E-22 7.173E+03
6.722E-01 0.6630  0.4902 3.829E-22 7.119E+03
6.761E-01 0.6627  0.4885 3.797E-22 7.066E+03
6.800E-01 0.6624  0.4869 3.765E-22 7.014E+03
6.839E-01 0.6621  0.4852 3.734E-22 6.962E+03
6.879E-01 0.6617  0.4835 3.703E-22 6.910E+03
6.918E-01 0.6614  0.4818 3.671E-22 6.859E+03
6.958E-01 0.6610  0.4801 3.641E-22 6.809E+03
6.998E-01 0.6606  0.4783 3.610E-22 6.760E+03
7.039E-01 0.6602  0.4766 3.580E-22 6.711E+03
7.079E-01 0.6598  0.4749 3.550E-22 6.663E+03
7.120E-01 0.6593  0.4732 3.520E-22 6.616E+03
7.161E-01 0.6589  0.4714 3.490E-22 6.569E+03
7.203E-01 0.6584  0.4697 3.461E-22 6.523E+03
7.244E-01 0.6579  0.4679 3.432E-22 6.477E+03
7.286E-01 0.6574  0.4662 3.403E-22 6.432E+03
7.328E-01 0.6569  0.4644 3.374E-22 6.387E+03
7.371E-01 0.6564  0.4627 3.345E-22 6.342E+03
7.413E-01 0.6559  0.4609 3.317E-22 6.298E+03
7.456E-01 0.6553  0.4591 3.289E-22 6.254E+03
7.499E-01 0.6548  0.4573 3.261E-22 6.211E+03
7.542E-01 0.6542  0.4556 3.233E-22 6.168E+03
7.586E-01 0.6536  0.4538 3.205E-22 6.126E+03
7.630E-01 0.6530  0.4520 3.178E-22 6.084E+03
7.674E-01 0.6524  0.4502 3.151E-22 6.043E+03
7.718E-01 0.6518  0.4484 3.124E-22 6.002E+03
7.762E-01 0.6512  0.4466 3.097E-22 5.961E+03
7.807E-01 0.6505  0.4448 3.071E-22 5.921E+03
7.852E-01 0.6499  0.4430 3.045E-22 5.881E+03
7.898E-01 0.6492  0.4412 3.018E-22 5.841E+03
7.943E-01 0.6486  0.4394 2.992E-22 5.802E+03
7.989E-01 0.6479  0.4375 2.966E-22 5.762E+03
8.035E-01 0.6472  0.4357 2.941E-22 5.723E+03
8.082E-01 0.6465  0.4339 2.915E-22 5.685E+03
8.128E-01 0.6458  0.4320 2.890E-22 5.647E+03
8.175E-01 0.6451  0.4302 2.865E-22 5.609E+03
8.222E-01 0.6444  0.4283 2.840E-22 5.572E+03
8.270E-01 0.6437  0.4265 2.815E-22 5.535E+03
8.318E-01 0.6429  0.4246 2.791E-22 5.498E+03
8.366E-01 0.6422  0.4227 2.766E-22 5.462E+03
8.414E-01 0.6414  0.4208 2.742E-22 5.426E+03
8.463E-01 0.6406  0.4189 2.718E-22 5.390E+03
8.511E-01 0.6398  0.4170 2.694E-22 5.354E+03
8.561E-01 0.6390  0.4151 2.671E-22 5.319E+03
8.610E-01 0.6382  0.4131 2.647E-22 5.284E+03
8.660E-01 0.6374  0.4112 2.624E-22 5.249E+03
8.710E-01 0.6365  0.4092 2.601E-22 5.215E+03
8.760E-01 0.6357  0.4073 2.578E-22 5.181E+03
8.810E-01 0.6349  0.4053 2.555E-22 5.147E+03
8.861E-01 0.6340  0.4034 2.532E-22 5.113E+03
8.913E-01 0.6331  0.4014 2.510E-22 5.081E+03
8.964E-01 0.6322  0.3994 2.488E-22 5.048E+03
9.016E-01 0.6313  0.3974 2.466E-22 5.016E+03
9.068E-01 0.6304  0.3953 2.444E-22 4.983E+03
9.120E-01 0.6295  0.3933 2.422E-22 4.951E+03
9.173E-01 0.6285  0.3912 2.401E-22 4.920E+03
9.226E-01 0.6276  0.3891 2.379E-22 4.888E+03
9.279E-01 0.6267  0.3871 2.358E-22 4.856E+03
9.333E-01 0.6257  0.3850 2.337E-22 4.825E+03
9.386E-01 0.6248  0.3829 2.316E-22 4.794E+03
9.441E-01 0.6238  0.3808 2.295E-22 4.763E+03
9.495E-01 0.6229  0.3787 2.274E-22 4.732E+03
9.550E-01 0.6219  0.3766 2.254E-22 4.701E+03
9.605E-01 0.6210  0.3745 2.234E-22 4.671E+03
9.661E-01 0.6200  0.3724 2.214E-22 4.642E+03
9.716E-01 0.6190  0.3702 2.194E-22 4.612E+03
9.772E-01 0.6180  0.3681 2.174E-22 4.582E+03
9.829E-01 0.6170  0.3659 2.155E-22 4.553E+03
9.886E-01 0.6160  0.3637 2.135E-22 4.524E+03
9.943E-01 0.6150  0.3615 2.116E-22 4.495E+03
1.000E+00 0.6140  0.3593 2.097E-22 4.466E+03
1.006E+00 0.6130  0.3571 2.078E-22 4.437E+03
1.012E+00 0.6120  0.3550 2.059E-22 4.408E+03
1.017E+00 0.6110  0.3528 2.040E-22 4.379E+03
1.023E+00 0.6099  0.3506 2.022E-22 4.351E+03
1.029E+00 0.6089  0.3484 2.004E-22 4.323E+03
1.035E+00 0.6079  0.3463 1.986E-22 4.296E+03
1.041E+00 0.6069  0.3441 1.968E-22 4.268E+03
1.047E+00 0.6058  0.3419 1.950E-22 4.242E+03
1.053E+00 0.6048  0.3398 1.933E-22 4.215E+03
1.059E+00 0.6037  0.3376 1.916E-22 4.188E+03
1.065E+00 0.6027  0.3354 1.898E-22 4.161E+03
